Age,Attrition,BusinessTravel_FK,DailyRate,Department_FK,DistanceFromHome,Education,EducationField_FK,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender_FK,HourlyRate,JobInvolvement,JobLevel,JobRole_FK,JobSatisfaction,MaritalStatus_FK,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,NumberProjects,WorkAccident
27,No,1002,1377,2002,2,3,3001,1,437,4,4001,74,3,2,5007,3,6002,4478,5242,1,Y,Yes,11,3,1,80,0,5,3,3,5,4,0,4,2,1
31,No,1002,691,2002,7,3,3002,1,438,4,4001,73,3,2,5007,4,6000,7547,7143,4,Y,No,12,3,4,80,3,13,3,3,7,7,1,7,5,0
32,No,1002,1018,2001,2,4,3003,1,439,1,4000,74,4,2,5006,4,6002,5055,10557,7,Y,No,16,3,3,80,0,10,0,2,7,7,0,7,2,0
28,Yes,1002,1157,2001,2,4,3003,1,440,1,4001,84,1,1,5006,4,6001,3464,24737,5,Y,Yes,13,3,4,80,0,5,4,2,3,2,2,2,7,0
30,No,1002,1275,2001,28,2,3003,1,441,4,4000,64,3,2,5006,4,6001,5775,11934,1,Y,No,13,3,4,80,2,11,2,3,10,8,1,9,2,0
31,No,1001,798,2001,7,2,3001,1,442,3,4000,48,2,3,5004,3,6001,8943,14034,1,Y,No,24,4,1,80,1,10,2,3,10,9,8,9,2,0
39,No,1001,672,2001,7,2,3003,1,444,3,4001,54,2,5,5003,4,6001,19272,21141,1,Y,No,15,3,1,80,1,21,2,3,21,9,13,3,2,0
39,Yes,1002,1162,2002,3,2,3003,1,445,4,4000,41,3,2,5007,3,6001,5238,17778,4,Y,Yes,18,3,1,80,0,12,3,2,1,0,0,0,5,0
33,No,1001,508,2002,10,3,3002,1,446,2,4001,46,2,2,5007,4,6002,4682,4317,3,Y,No,14,3,3,80,0,9,6,2,7,7,0,1,6,0
47,No,1002,1482,2001,5,5,3001,1,447,4,4001,42,3,5,5005,3,6001,18300,16375,4,Y,No,11,3,2,80,1,21,2,3,3,2,1,1,2,0
43,No,1001,559,2001,10,4,3001,1,448,3,4000,82,2,2,5002,3,6000,5257,6227,1,Y,No,11,3,2,80,1,9,3,4,9,7,0,0,2,0
27,No,1000,210,2002,1,1,3002,1,449,3,4001,73,3,2,5007,2,6001,6349,22107,0,Y,Yes,13,3,4,80,1,6,0,3,5,4,1,4,7,0
54,No,1001,928,2001,20,4,3001,1,450,4,4000,31,3,2,5006,3,6002,4869,16885,3,Y,No,12,3,4,80,0,20,4,2,4,3,0,3,6,0
43,No,1002,1001,2001,7,3,3001,1,451,3,4000,43,3,3,5000,1,6001,9985,9262,8,Y,No,16,3,1,80,1,10,1,2,1,0,0,0,2,0
45,No,1002,549,2001,8,4,3004,1,452,4,4001,75,3,2,5006,4,6001,3697,9278,9,Y,No,14,3,1,80,2,12,3,3,10,9,9,8,6,0
40,No,1002,1124,2002,1,2,3003,1,453,2,4001,57,1,2,5007,4,6001,7457,13273,2,Y,Yes,22,4,3,80,3,6,2,2,4,3,0,2,2,0
29,Yes,1002,318,2001,8,4,3004,1,454,2,4001,77,1,1,5002,1,6001,2119,4759,1,Y,Yes,11,3,4,80,0,7,4,2,7,7,0,7,5,0
29,No,1002,738,2001,9,5,3004,1,455,2,4001,30,2,1,5002,4,6002,3983,7621,0,Y,No,17,3,3,80,0,4,2,3,3,2,2,2,2,0
30,No,1002,570,2002,5,3,3002,1,456,4,4000,30,2,2,5007,3,6000,6118,5431,1,Y,No,13,3,3,80,3,10,2,3,10,9,1,2,2,0
27,No,1002,1130,2002,8,4,3002,1,458,2,4000,56,3,2,5007,2,6001,6214,3415,1,Y,No,18,3,1,80,1,8,3,3,8,7,0,7,6,0
37,No,1002,1192,2001,5,2,3003,1,460,4,4001,61,3,2,5004,4,6000,6347,23177,7,Y,No,16,3,3,80,2,8,2,2,6,2,0,4,7,0
38,No,1002,343,2001,15,2,3001,1,461,3,4001,92,2,3,5005,4,6000,11510,15682,0,Y,Yes,14,3,2,80,1,12,3,3,11,10,2,9,2,0
31,No,1002,1232,2001,7,4,3003,1,462,3,4000,39,3,3,5004,4,6002,7143,25713,1,Y,Yes,14,3,3,80,0,11,2,2,11,9,4,10,5,0
29,No,1002,144,2002,10,1,3002,1,463,4,4000,39,2,2,5007,2,6000,8268,11866,1,Y,Yes,14,3,1,80,2,7,2,3,7,7,1,7,2,0
35,No,1002,1296,2001,5,4,3005,1,464,3,4001,62,3,3,5004,2,6002,8095,18264,0,Y,No,13,3,4,80,0,17,5,3,16,6,0,13,2,0
23,No,1002,1309,2001,26,1,3001,1,465,3,4001,83,3,1,5006,4,6000,2904,16092,1,Y,No,12,3,3,80,2,4,2,2,4,2,0,2,6,0
41,No,1002,483,2001,6,3,3003,1,466,4,4001,95,2,2,5004,2,6002,6032,10110,6,Y,Yes,15,3,4,80,0,8,3,3,5,4,1,2,4,0
47,No,1001,1309,2002,4,1,3003,1,467,2,4001,99,3,2,5008,3,6002,2976,25751,3,Y,No,19,3,1,80,0,5,3,3,0,0,0,0,6,0
42,No,1002,810,2001,23,5,3001,1,468,1,4000,44,3,4,5005,4,6002,15992,15901,2,Y,No,14,3,2,80,0,16,2,3,1,0,0,0,7,0
29,No,1000,746,2002,2,3,3001,1,469,4,4001,61,3,2,5007,3,6001,4649,16928,1,Y,No,14,3,1,80,1,4,3,2,4,3,0,2,2,0
42,No,1002,544,2000,2,1,3005,1,470,3,4001,52,3,1,5001,3,6000,2696,24017,0,Y,Yes,11,3,3,80,1,4,5,3,3,2,1,0,6,0
32,No,1002,1062,2001,2,3,3003,1,471,3,4000,75,3,1,5002,2,6001,2370,3956,1,Y,No,13,3,3,80,1,8,4,3,8,0,0,7,3,0
48,No,1002,530,2002,29,1,3003,1,473,1,4000,91,3,3,5003,3,6001,12504,23978,3,Y,No,21,4,2,80,1,15,3,1,0,0,0,0,4,0
37,No,1002,1319,2001,6,3,3003,1,474,3,4001,51,4,2,5006,1,6000,5974,17001,4,Y,Yes,13,3,1,80,2,13,2,3,7,7,6,7,2,0
30,No,1000,641,2002,25,2,3005,1,475,4,4000,85,3,2,5007,3,6001,4736,6069,7,Y,Yes,12,3,2,80,1,4,2,4,2,2,2,2,6,0
26,No,1002,933,2002,1,3,3001,1,476,3,4001,57,3,2,5007,3,6001,5296,20156,1,Y,No,17,3,2,80,1,8,3,3,8,7,7,7,2,0
42,No,1002,1332,2001,2,4,3004,1,477,1,4001,98,2,2,5000,4,6002,6781,17078,3,Y,No,23,4,2,80,0,14,6,3,1,0,0,0,2,0
21,Yes,1001,756,2002,1,1,3005,1,478,1,4000,99,2,1,5008,2,6002,2174,9150,1,Y,Yes,11,3,3,80,0,3,3,3,3,2,1,2,2,0
36,No,1000,845,2002,1,5,3003,1,479,4,4000,45,3,2,5007,4,6002,6653,15276,4,Y,No,15,3,2,80,0,7,6,3,1,0,0,0,6,0
36,No,1001,541,2002,3,4,3003,1,481,1,4001,48,2,3,5007,4,6001,9699,7246,4,Y,No,11,3,1,80,1,16,2,3,13,9,1,12,6,0
57,No,1002,593,2001,1,4,3003,1,482,4,4001,88,3,2,5000,3,6001,6755,2967,2,Y,No,11,3,3,80,0,15,2,3,3,2,1,2,6,0
40,No,1002,1171,2001,10,4,3001,1,483,4,4000,46,4,1,5002,3,6001,2213,22495,3,Y,Yes,13,3,3,80,1,10,3,3,7,7,1,7,4,0
21,No,1000,895,2002,9,2,3003,1,484,1,4001,39,3,1,5008,4,6002,2610,2851,1,Y,No,24,4,3,80,0,3,3,2,3,2,2,2,2,0
33,Yes,1002,350,2002,5,3,3002,1,485,4,4000,34,3,1,5008,3,6002,2851,9150,1,Y,Yes,13,3,2,80,0,1,2,3,1,0,0,0,5,0
37,No,1002,921,2001,10,3,3003,1,486,3,4000,98,3,1,5002,1,6001,3452,17663,6,Y,No,20,4,2,80,1,17,3,3,5,4,0,3,2,1
46,No,1000,1144,2001,7,4,3003,1,487,3,4000,30,3,2,5004,3,6001,5258,16044,2,Y,No,14,3,3,80,0,7,2,4,1,0,0,0,4,0
41,Yes,1001,143,2002,4,3,3002,1,488,1,4001,56,3,2,5007,2,6002,9355,9558,1,Y,No,18,3,3,80,0,8,5,3,8,7,7,7,6,0
50,No,1002,1046,2001,10,3,3005,1,491,4,4001,100,2,3,5000,4,6002,10496,2755,6,Y,No,15,3,4,80,0,20,2,3,4,3,1,3,2,0
40,Yes,1002,575,2002,22,2,3002,1,492,3,4001,68,2,2,5007,3,6001,6380,6110,2,Y,Yes,12,3,1,80,2,8,6,3,6,4,1,0,5,0
31,No,1002,408,2001,9,4,3001,1,493,3,4001,42,2,1,5006,2,6002,2657,7551,0,Y,Yes,16,3,4,80,0,3,5,3,2,2,2,2,6,0
21,Yes,1002,156,2002,12,3,3001,1,494,3,4000,90,4,1,5008,2,6002,2716,25422,1,Y,No,15,3,4,80,0,1,0,3,1,0,0,0,2,0
29,No,1002,1283,2001,23,3,3001,1,495,4,4001,54,3,1,5006,4,6002,2201,18168,9,Y,No,16,3,4,80,0,6,4,3,3,2,1,2,2,0
35,No,1002,755,2001,9,4,3001,1,496,3,4001,97,2,2,5000,2,6002,6540,19394,9,Y,No,19,3,3,80,0,10,5,3,1,1,0,0,2,0
27,No,1002,1469,2001,1,2,3003,1,497,4,4001,82,3,1,5002,2,6000,3816,17881,1,Y,No,11,3,2,80,1,5,2,3,5,2,0,4,2,0
28,No,1002,304,2002,9,4,3001,1,498,2,4001,92,3,2,5007,4,6002,5253,20750,1,Y,No,16,3,4,80,0,7,1,3,7,5,0,7,5,0
49,No,1002,1261,2001,7,3,3004,1,499,2,4001,31,2,3,5000,3,6002,10965,12066,8,Y,No,24,4,3,80,0,26,2,3,5,2,0,0,5,0
51,No,1002,1178,2002,14,2,3001,1,500,3,4000,87,3,2,5007,4,6001,4936,14862,4,Y,No,11,3,3,80,1,18,2,2,7,7,0,7,4,0
36,No,1002,329,2001,2,3,3001,1,501,4,4000,96,3,1,5006,3,6001,2543,11868,4,Y,No,13,3,2,80,1,6,3,3,2,2,2,2,2,0
34,Yes,1000,1362,2002,19,3,3002,1,502,1,4001,67,4,2,5007,4,6002,5304,4652,8,Y,Yes,13,3,2,80,0,9,3,2,5,2,0,4,4,0
55,No,1002,1311,2001,2,3,3001,1,505,3,4000,97,3,4,5003,4,6002,16659,23258,2,Y,Yes,13,3,3,80,0,30,2,3,5,4,1,2,4,0
24,No,1002,1371,2002,10,4,3002,1,507,4,4000,77,3,2,5007,3,6000,4260,5915,1,Y,Yes,12,3,4,80,1,5,2,4,5,2,0,3,2,0
30,No,1002,202,2002,2,1,3005,1,508,3,4001,72,3,1,5008,2,6001,2476,17434,1,Y,No,18,3,1,80,1,1,3,3,1,0,0,0,2,0
26,Yes,1001,575,2001,3,1,3005,1,510,3,4001,73,3,1,5006,1,6002,3102,6582,0,Y,No,22,4,3,80,0,7,2,3,6,4,0,4,2,0
22,No,1002,253,2001,11,3,3003,1,511,1,4000,43,3,1,5006,2,6001,2244,24440,1,Y,No,13,3,4,80,1,2,1,3,2,1,1,2,2,0
36,No,1002,164,2002,2,2,3003,1,513,2,4001,61,2,3,5007,3,6001,7596,3809,1,Y,No,13,3,2,80,2,10,2,3,10,9,9,0,2,0
30,Yes,1001,464,2001,4,3,3005,1,514,3,4001,40,3,1,5006,4,6002,2285,3427,9,Y,Yes,23,4,3,80,0,3,4,3,1,0,0,0,5,0
37,No,1002,1107,2001,14,3,3001,1,515,4,4000,95,3,1,5002,1,6000,3034,26914,1,Y,No,12,3,3,80,1,18,2,2,18,7,12,17,6,0
40,No,1002,759,2002,2,2,3002,1,516,4,4000,46,3,2,5007,2,6000,5715,22553,7,Y,No,12,3,3,80,2,8,5,3,5,4,1,3,6,0
42,No,1002,201,2001,1,4,3001,1,517,2,4000,95,3,1,5002,1,6000,2576,20490,3,Y,No,16,3,2,80,1,8,5,3,5,2,1,2,2,0
37,No,1002,1305,2001,10,4,3001,1,518,3,4001,49,3,2,5004,2,6002,4197,21123,2,Y,Yes,12,3,4,80,0,18,2,2,1,0,0,1,2,1
43,No,1002,982,2001,12,3,3001,1,520,1,4001,59,2,4,5005,2,6000,14336,4345,1,Y,No,11,3,3,80,1,25,3,3,25,10,3,9,4,0
40,No,1002,555,2001,2,3,3003,1,521,2,4000,78,2,2,5002,3,6001,3448,13436,6,Y,No,22,4,2,80,1,20,3,3,1,0,0,0,2,0
54,No,1002,821,2001,5,2,3003,1,522,1,4001,86,3,5,5005,1,6001,19406,8509,4,Y,No,11,3,3,80,1,24,4,2,4,2,1,2,4,0
34,No,1000,1381,2002,4,4,3002,1,523,3,4000,72,3,2,5007,3,6001,6538,12740,9,Y,No,15,3,1,80,1,6,3,3,3,2,1,2,6,0
31,No,1002,480,2001,7,2,3003,1,524,2,4000,31,3,2,5004,1,6001,4306,4156,1,Y,No,12,3,2,80,1,13,5,1,13,10,3,12,2,0
43,No,1001,313,2001,21,3,3003,1,525,4,4001,61,3,1,5002,4,6001,2258,15238,7,Y,No,20,4,1,80,1,8,1,3,3,2,1,2,2,0
43,No,1002,1473,2001,8,4,3004,1,526,3,4000,74,3,2,5000,3,6000,4522,2227,4,Y,Yes,14,3,4,80,0,8,3,3,5,2,0,2,2,0
25,No,1002,891,2002,4,2,3001,1,527,2,4000,99,2,2,5007,4,6002,4487,12090,1,Y,Yes,11,3,2,80,0,5,3,3,5,4,1,3,6,0
37,No,1000,1063,2001,25,5,3003,1,529,2,4000,72,3,2,5006,3,6001,4449,23866,3,Y,Yes,15,3,1,80,2,15,2,3,13,11,10,7,4,0
31,No,1002,329,2001,1,2,3001,1,530,4,4001,98,2,1,5002,1,6001,2218,16193,1,Y,No,12,3,3,80,1,4,3,3,4,2,3,2,6,0
39,No,1001,1218,2001,1,1,3001,1,531,2,4001,52,3,5,5003,3,6000,19197,8213,1,Y,Yes,14,3,3,80,1,21,3,3,21,8,1,6,5,0
56,No,1001,906,2002,6,3,3001,1,532,3,4000,86,4,4,5007,1,6001,13212,18256,9,Y,No,11,3,4,80,3,36,0,2,7,7,7,7,4,0
30,No,1002,1082,2002,12,3,3005,1,533,2,4000,83,3,2,5007,3,6002,6577,19558,0,Y,No,11,3,2,80,0,6,6,3,5,4,4,4,5,0
41,No,1002,645,2002,1,3,3002,1,534,2,4001,49,4,3,5007,1,6001,8392,19566,1,Y,No,16,3,3,80,1,10,2,3,10,7,0,7,5,0
28,No,1002,1300,2001,17,2,3003,1,536,3,4001,79,3,2,5002,1,6000,4558,13535,1,Y,No,12,3,4,80,1,10,2,3,10,0,1,8,5,0
25,Yes,1002,688,2001,3,3,3003,1,538,1,4001,91,3,1,5002,1,6001,4031,9396,5,Y,No,13,3,3,80,1,6,5,3,2,2,0,2,4,0
52,No,1002,319,2001,3,3,3003,1,543,4,4001,39,2,3,5004,3,6001,7969,19609,2,Y,Yes,14,3,3,80,0,28,4,3,5,4,0,4,5,0
45,No,1002,192,2001,10,2,3001,1,544,1,4001,69,3,1,5006,4,6001,2654,9655,3,Y,No,21,4,4,80,2,8,3,2,2,2,0,2,6,0
52,No,1002,1490,2001,4,2,3001,1,546,4,4000,30,3,4,5003,4,6001,16555,10310,2,Y,No,13,3,4,80,0,31,2,1,5,2,1,4,4,0
42,No,1001,532,2001,29,2,3001,1,547,1,4000,92,3,2,5006,3,6000,4556,12932,2,Y,No,11,3,2,80,1,19,3,3,5,4,0,2,4,0
30,No,1002,317,2001,2,3,3001,1,548,3,4000,43,1,2,5004,4,6002,6091,24793,2,Y,No,20,4,3,80,0,11,2,3,5,4,0,2,6,0
60,No,1002,422,2001,7,3,3001,1,549,1,4000,41,3,5,5003,1,6001,19566,3854,5,Y,No,11,3,4,80,0,33,5,1,29,8,11,10,4,0
46,No,1002,1485,2001,18,3,3003,1,550,3,4000,87,3,2,5004,3,6000,4810,26314,2,Y,No,14,3,3,80,1,19,5,2,10,7,0,8,2,0
42,No,1001,1368,2001,28,4,3005,1,551,4,4000,88,2,2,5000,4,6001,4523,4386,0,Y,No,11,3,4,80,3,7,4,4,6,5,0,4,2,0
24,Yes,1002,1448,2002,1,1,3005,1,554,1,4000,62,3,1,5008,2,6002,3202,21972,1,Y,Yes,16,3,2,80,0,6,4,3,5,3,1,4,5,0
34,Yes,1001,296,2002,6,2,3002,1,555,4,4000,33,1,1,5008,3,6000,2351,12253,0,Y,No,16,3,4,80,1,3,3,2,2,2,1,0,2,0
38,No,1001,1490,2001,2,2,3001,1,556,4,4001,42,3,1,5002,4,6001,1702,12106,1,Y,Yes,23,4,3,80,1,1,3,3,1,0,0,0,4,0
40,No,1002,1398,2002,2,4,3001,1,558,3,4000,79,3,5,5003,3,6001,18041,13022,0,Y,No,14,3,4,80,0,21,2,3,20,15,1,12,6,0
26,No,1002,1349,2001,23,3,3001,1,560,1,4000,90,3,1,5006,4,6000,2886,3032,1,Y,No,22,4,2,80,2,3,3,1,3,2,0,2,3,0
30,No,1000,1400,2001,3,3,3001,1,562,3,4001,53,3,1,5002,4,6001,2097,16734,4,Y,No,15,3,3,80,1,9,3,1,5,3,1,4,4,0
29,No,1002,986,2001,3,4,3003,1,564,2,4001,93,2,3,5005,3,6001,11935,21526,1,Y,No,18,3,3,80,0,10,2,3,10,2,0,7,6,0
29,Yes,1002,408,2001,25,5,3005,1,565,3,4000,71,2,1,5006,2,6001,2546,18300,5,Y,No,16,3,2,80,0,6,2,4,2,2,1,1,6,0
19,Yes,1002,489,2000,2,2,3005,1,566,1,4001,52,2,1,5001,4,6002,2564,18437,1,Y,No,12,3,3,80,0,1,3,4,1,0,0,0,5,0
30,No,1000,1398,2002,22,4,3004,1,567,3,4000,69,3,3,5007,1,6001,8412,2890,0,Y,No,11,3,3,80,0,10,3,3,9,8,7,8,2,0
57,No,1002,210,2002,29,3,3002,1,568,1,4001,56,2,4,5003,4,6000,14118,22102,3,Y,No,12,3,3,80,1,32,3,2,1,0,0,0,2,0
50,No,1002,1099,2001,29,4,3001,1,569,2,4001,88,2,4,5003,3,6001,17046,9314,0,Y,No,15,3,2,80,1,28,2,3,27,10,15,7,2,0
30,No,1000,1116,2001,2,3,3003,1,571,3,4000,49,3,1,5002,4,6002,2564,7181,0,Y,No,14,3,3,80,0,12,2,2,11,7,6,7,4,0
60,No,1001,1499,2002,28,3,3002,1,573,3,4000,80,2,3,5007,1,6001,10266,2845,4,Y,No,19,3,4,80,0,22,5,4,18,13,13,11,3,0
47,No,1002,983,2001,2,2,3003,1,574,1,4000,65,3,2,5004,4,6000,5070,7389,5,Y,No,13,3,3,80,3,20,2,3,5,0,0,4,2,0
46,No,1002,1009,2001,2,3,3001,1,575,1,4001,51,3,4,5005,3,6001,17861,2288,6,Y,No,13,3,3,80,0,26,2,1,3,2,0,1,2,1
35,No,1002,144,2001,22,3,3001,1,577,4,4001,46,1,1,5002,3,6002,4230,19225,0,Y,No,15,3,3,80,0,6,2,3,5,4,4,3,5,0
54,No,1002,548,2001,8,4,3001,1,578,3,4000,42,3,2,5002,3,6002,3780,23428,7,Y,No,11,3,3,80,0,19,3,3,1,0,0,0,2,0
34,No,1002,1303,2001,2,4,3001,1,579,4,4001,62,2,1,5006,3,6000,2768,8416,3,Y,No,12,3,3,80,1,14,3,3,7,3,5,7,2,0
46,No,1002,1125,2002,10,3,3002,1,580,3,4000,94,2,3,5007,4,6001,9071,11563,2,Y,Yes,19,3,3,80,1,15,3,3,3,2,1,2,4,0
31,No,1002,1274,2001,9,1,3001,1,581,3,4001,33,3,3,5004,2,6000,10648,14394,1,Y,No,25,4,4,80,1,13,6,4,13,8,0,8,6,0
33,Yes,1002,1277,2001,15,1,3003,1,582,2,4001,56,3,3,5003,3,6001,13610,24619,7,Y,Yes,12,3,4,80,0,15,2,4,7,6,7,7,2,0
33,Yes,1002,587,2001,10,1,3003,1,584,1,4001,38,1,1,5002,4,6000,3408,6705,7,Y,No,13,3,1,80,3,8,2,3,4,3,1,3,6,0
30,No,1002,413,2002,7,1,3002,1,585,4,4001,57,3,1,5008,2,6002,2983,18398,0,Y,No,14,3,1,80,0,4,3,3,3,2,1,2,2,0
35,No,1002,1276,2001,16,3,3001,1,586,4,4001,72,3,3,5000,3,6001,7632,14295,4,Y,Yes,12,3,3,80,0,10,2,3,8,7,0,0,4,0
31,Yes,1001,534,2001,20,3,3001,1,587,1,4001,66,3,3,5000,3,6001,9824,22908,3,Y,No,12,3,1,80,0,12,2,3,1,0,0,0,2,0
34,Yes,1001,988,2000,23,3,3000,1,590,2,4000,43,3,3,5001,1,6000,9950,11533,9,Y,Yes,15,3,3,80,3,11,2,3,3,2,0,2,2,0
42,No,1001,1474,2001,5,2,3004,1,591,2,4001,97,3,1,5002,3,6001,2093,9260,4,Y,No,17,3,4,80,1,8,4,3,2,2,2,0,2,0
36,No,1000,635,2002,10,4,3003,1,592,2,4001,32,3,3,5007,4,6002,9980,15318,1,Y,No,14,3,4,80,0,10,3,2,10,3,9,7,5,0
22,Yes,1001,1368,2001,4,1,3005,1,593,3,4001,99,2,1,5002,3,6002,3894,9129,5,Y,No,16,3,3,80,0,4,3,3,2,2,1,2,5,0
48,No,1002,163,2002,2,5,3002,1,595,2,4000,37,3,2,5007,4,6001,4051,19658,2,Y,No,14,3,1,80,1,14,2,3,9,7,6,7,2,0
55,No,1002,1117,2002,18,5,3001,1,597,1,4000,83,3,4,5003,2,6002,16835,9873,3,Y,No,23,4,4,80,0,37,2,3,10,9,7,7,6,0
41,No,1000,267,2002,10,2,3001,1,599,4,4001,56,3,2,5007,4,6002,6230,13430,7,Y,No,14,3,4,80,0,16,3,3,14,3,1,10,2,0
35,No,1002,619,2002,1,3,3002,1,600,2,4001,85,3,2,5007,3,6001,4717,18659,9,Y,No,11,3,3,80,0,15,2,3,11,9,6,9,5,0
40,No,1002,302,2001,6,3,3001,1,601,2,4000,75,3,4,5004,3,6002,13237,20364,7,Y,No,15,3,3,80,0,22,3,3,20,6,5,13,2,0
39,No,1001,443,2001,8,1,3001,1,602,3,4000,48,3,1,5002,3,6001,3755,17872,1,Y,No,11,3,1,80,1,8,3,3,8,3,0,7,5,0
31,No,1002,828,2002,2,1,3001,1,604,2,4001,77,3,2,5007,4,6002,6582,8346,4,Y,Yes,13,3,3,80,0,10,2,4,6,5,0,5,4,0
42,No,1002,319,2001,24,3,3003,1,605,4,4001,56,3,3,5004,1,6001,7406,6950,1,Y,Yes,21,4,4,80,1,10,5,2,10,9,5,8,5,0
45,No,1002,561,2002,2,3,3004,1,606,4,4001,61,3,2,5007,2,6001,4805,16177,0,Y,No,19,3,2,80,1,9,3,4,8,7,3,7,6,0
26,Yes,1001,426,2000,17,4,3001,1,608,2,4000,58,3,1,5001,3,6000,2741,22808,0,Y,Yes,11,3,2,80,1,8,2,2,7,7,1,0,2,0
29,No,1002,232,2001,19,3,3005,1,611,4,4001,34,3,2,5004,4,6000,4262,22645,4,Y,No,12,3,2,80,2,8,2,4,3,2,1,2,7,1
33,No,1002,922,2001,1,5,3003,1,612,1,4000,95,4,4,5005,3,6000,16184,22578,4,Y,No,19,3,3,80,1,10,2,3,6,1,0,5,2,0
31,No,1002,688,2002,7,3,3001,1,613,3,4001,44,2,3,5003,4,6000,11557,25291,9,Y,No,21,4,3,80,1,10,3,2,5,4,0,1,5,0
18,Yes,1001,1306,2002,5,3,3002,1,614,2,4001,69,3,1,5008,2,6002,1878,8059,1,Y,Yes,14,3,4,80,0,0,3,3,0,0,0,0,4,0
40,No,1000,1094,2002,28,3,3004,1,615,3,4001,58,1,3,5007,1,6000,10932,11373,3,Y,No,15,3,3,80,1,20,2,3,1,0,0,1,2,0
41,No,1000,509,2001,2,4,3004,1,616,1,4000,62,2,2,5000,3,6002,6811,2112,2,Y,Yes,17,3,1,80,0,10,3,3,8,7,0,7,2,0
26,No,1002,775,2002,29,2,3003,1,618,1,4001,45,3,2,5007,3,6000,4306,4267,5,Y,No,12,3,1,80,2,8,5,3,0,0,0,0,2,0
35,No,1002,195,2002,1,3,3003,1,620,1,4000,80,3,2,5007,3,6002,4859,6698,1,Y,No,16,3,4,80,0,5,3,3,5,4,0,3,2,0
34,No,1002,258,2002,21,4,3001,1,621,4,4001,74,4,2,5007,4,6002,5337,19921,1,Y,No,12,3,4,80,0,10,3,3,10,7,5,7,3,0
26,Yes,1002,471,2001,24,3,3005,1,622,3,4001,66,1,1,5002,4,6002,2340,23213,1,Y,Yes,18,3,2,80,0,1,3,1,1,0,0,0,4,0
37,No,1002,799,2001,1,3,3005,1,623,2,4000,59,3,3,5004,4,6002,7491,23848,4,Y,No,17,3,4,80,0,12,3,4,6,5,1,2,5,0
46,No,1001,1034,2001,18,1,3003,1,624,1,4000,86,3,3,5000,3,6001,10527,8984,5,Y,No,11,3,4,80,0,28,3,2,2,2,1,2,2,0
41,No,1002,1276,2002,2,5,3001,1,625,2,4000,91,3,4,5003,1,6001,16595,5626,7,Y,No,16,3,2,80,1,22,2,3,18,16,11,8,2,0
37,No,1000,142,2002,9,4,3003,1,626,1,4001,69,3,3,5007,2,6000,8834,24666,1,Y,No,13,3,4,80,1,9,6,3,9,5,7,7,6,0
52,No,1002,956,2001,6,2,3005,1,630,4,4001,78,3,2,5006,1,6000,5577,22087,3,Y,Yes,12,3,2,80,2,18,3,3,10,9,6,9,5,0
32,Yes,1000,1474,2002,11,4,3004,1,631,4,4001,60,4,2,5007,3,6001,4707,23914,8,Y,No,12,3,4,80,0,6,2,3,4,2,1,2,2,0
24,No,1001,535,2002,24,3,3003,1,632,4,4001,38,3,1,5008,4,6001,2400,5530,0,Y,No,13,3,3,80,2,3,3,3,2,2,2,1,6,0
38,No,1002,1495,2001,10,3,3003,1,634,3,4000,76,3,2,5000,3,6001,9824,22174,3,Y,No,19,3,3,80,1,18,4,3,1,0,0,0,2,0
37,No,1002,446,2001,1,4,3001,1,635,2,4000,65,3,2,5004,2,6001,6447,15701,6,Y,No,12,3,2,80,1,8,2,2,6,5,4,3,5,0
49,No,1002,1245,2001,18,4,3001,1,638,4,4001,58,2,5,5005,3,6000,19502,2125,1,Y,Yes,17,3,3,80,1,31,5,3,31,9,0,9,2,0
24,No,1002,691,2001,23,3,3003,1,639,2,4001,89,4,1,5006,4,6001,2725,21630,1,Y,Yes,11,3,2,80,2,6,3,3,6,5,1,4,5,0
26,No,1002,703,2002,28,2,3002,1,641,1,4001,66,3,2,5007,2,6001,6272,7428,1,Y,No,20,4,4,80,2,6,5,4,5,3,1,4,2,0
24,No,1002,823,2001,17,2,3004,1,643,4,4001,94,2,1,5002,2,6001,2127,9100,1,Y,No,21,4,4,80,1,1,2,3,1,0,0,0,5,0
50,No,1001,1246,2000,3,3,3003,1,644,1,4001,99,3,5,5003,2,6001,18200,7999,1,Y,No,11,3,3,80,1,32,2,3,32,5,10,7,6,0
25,No,1002,622,2002,13,1,3003,1,645,2,4001,40,3,1,5008,3,6001,2096,26376,1,Y,No,11,3,3,80,0,7,1,3,7,4,0,6,5,0
24,Yes,1001,1287,2001,7,3,3001,1,647,1,4000,55,3,1,5002,3,6001,2886,14168,1,Y,Yes,16,3,4,80,1,6,4,3,6,3,1,2,7,0
30,Yes,1001,448,2002,12,4,3001,1,648,2,4001,74,2,1,5008,1,6001,2033,14470,1,Y,No,18,3,3,80,1,1,2,4,1,0,0,0,2,0
34,No,1002,254,2001,1,2,3001,1,649,2,4001,83,2,1,5006,4,6001,3622,22794,1,Y,Yes,13,3,4,80,1,6,3,3,6,5,1,3,6,0
